Player1Name,ThisBrowserPlayerNumber,PieceSelection,P1PieceColor,Flow,Player,Start Phase,Action,Result Phase,State Data Available,URL Containyan,1,,,Random+Light,P1,mode-selection,select URL mode,setup,mode: url,N/A,
Ryan,0,Mirrored,Light,Mirrored+Light,P2,handoff,start playing,playing,player1Name: Ryan; player2Name: Ted; gameState: complete board,N/A,COMPLETE_HANDOFF dispatched
Ryan,0,Mirrored,Light,Mirrored+Light,P2,playing,make move,playing,gameState: after P2 move,N/A,
Ryan,0,Mirrored,Light,Mirrored+Light,P2,playing,confirm move,handoff,gameState: after P2 move; generatedUrl: null,N/A,
Ryan,0,Mirrored,Light,Mirrored+Light,P2,handoff,URL generated,handoff,gameState: after P2 move; generatedUrl: <url>,Delta or Full gameState + playerName: Ted,
Ryan,0,Mirrored,Light,Mirrored+Light,P1,N/A,open URL,playing,player1Name: Ryan; player2Name: Ted; gameState: after P2 move,Delta or Full gameState,P1 has saved name; goes to playing

Ryan,0,Mirrored,Dark,Mirrored+Dark,P1,mode-selection,select URL mode,setup,mode: url,N/A,
Ryan,0,Mirrored,Dark,Mirrored+Dark,P1,setup,enter name (Ryan),setup,mode: url; player1Name: Ryan,N/A,
Ryan,0,Mirrored,Dark,Mirrored+Dark,P1,setup,click continue,color-selection,mode: url; player1Name: Ryan,N/A,
Ryan,0,Mirrored,Dark,Mirrored+Dark,P1,color-selection,choose dark,piece-selection,mode: url; player1Name: Ryan; player1Color: dark,N/A,
Ryan,0,Mirrored,Dark,Mirrored+Dark,P1,piece-selection,choose mirrored,piece-selection,mode: url; player1Name: Ryan; player1Color: dark; selectionMode: mirrored,N/A,
Ryan,0,Mirrored,Dark,Mirrored+Dark,P1,piece-selection,select 3 pieces,piece-selection,mode: url; player1Name: Ryan; player1Color: dark; selectionMode: mirrored; player1Pieces: [rook knight queen]; player2Pieces: [rook knight queen],N/A,Both pieces set (mirrored)
Ryan,0,Mirrored,Dark,Mirrored+Dark,P1,piece-selection,start game,handoff,mode: url; player1Name: Ryan; player2Name: ''; gameState: complete board; generatedUrl: null,N/A,P1 is dark so P2 will move first
Ryan,0,Mirrored,Dark,Mirrored+Dark,P1,handoff,URL generated,handoff,gameState: complete board; generatedUrl: <url>,Full gameState + playerName: Ryan,Shows URLSharer (no moves yet)
Ryan,0,Mirrored,Dark,Mirrored+Dark,P2,N/A,open URL,handoff,player1Name: Ryan; player2Name: ''; gameState: complete board; generatedUrl: null,Full gameState,LOAD_FROM_URL dispatched
Ryan,0,Mirrored,Dark,Mirrored+Dark,P2,handoff,enter name (Ted),handoff,player1Name: Ryan; player2Name: Ted; gameState: complete board,N/A,
Ryan,0,Mirrored,Dark,Mirrored+Dark,P2,handoff,start playing,playing,player1Name: Ryan; player2Name: Ted; gameState: complete board,N/A,COMPLETE_HANDOFF dispatched; P2 is light and moves first
Ryan,0,Mirrored,Dark,Mirrored+Dark,P2,playing,make move,playing,gameState: after P2 first move,N/A,
Ryan,0,Mirrored,Dark,Mirrored+Dark,P2,playing,confirm move,handoff,gameState: after P2 move; generatedUrl: null,N/A,
Ryan,0,Mirrored,Dark,Mirrored+Dark,P2,handoff,URL generated,handoff,gameState: after P2 move; generatedUrl: <url>,Full gameState (turn 1) or Delta + playerName: Ted,
Ryan,0,Mirrored,Dark,Mirrored+Dark,P1,N/A,open URL,playing,player1Name: Ryan; player2Name: Ted; gameState: after P2 move,Full gameState or Delta,P1 has saved name; goes to playing

Ryan,0,Independent,Light,Independent+Light,P1,mode-selection,select URL mode,setup,mode: url,N/A,NOT CURRENTLY SUPPORTED
Ryan,0,Independent,Light,Independent+Light,P1,setup,enter name (Ryan),setup,mode: url; player1Name: Ryan,N/A,
Ryan,0,Independent,Light,Independent+Light,P1,setup,click continue,color-selection,mode: url; player1Name: Ryan,N/A,
Ryan,0,Independent,Light,Independent+Light,P1,color-selection,choose light,piece-selection,mode: url; player1Name: Ryan; player1Color: light,N/A,
Ryan,0,Independent,Light,Independent+Light,P1,piece-selection,choose independent,piece-selection,mode: url; player1Name: Ryan; player1Color: light; selectionMode: independent,N/A,
Ryan,0,Independent,Light,Independent+Light,P1,piece-selection,select 3 pieces,piece-selection,mode: url; player1Name: Ryan; player1Color: light; selectionMode: independent; player1Pieces: [rook knight queen],N/A,Only P1 pieces set
Ryan,0,Independent,Light,Independent+Light,P1,piece-selection,confirm selection,handoff,mode: url; player1Name: Ryan; player2Name: ''; gameState: INCOMPLETE board (row 2 has pieces; row 0 empty); generatedUrl: null,N/A,WOULD NEED: support for incomplete boards
Ryan,0,Independent,Light,Independent+Light,P1,handoff,URL generated,handoff,gameState: incomplete board; generatedUrl: <url>,Full gameState (incomplete) + playerName: Ryan,WOULD SHOW: URLSharer with incomplete board
Ryan,0,Independent,Light,Independent+Light,P2,N/A,open URL,handoff,player1Name: Ryan; player2Name: ''; gameState: incomplete board; generatedUrl: null,Full gameState (incomplete),LOAD_FROM_URL would need to detect incomplete
Ryan,0,Independent,Light,Independent+Light,P2,handoff,enter name (Ted),handoff,player1Name: Ryan; player2Name: Ted; gameState: incomplete board,N/A,
Ryan,0,Independent,Light,Independent+Light,P2,handoff,start playing,piece-selection,player1Name: Ryan; player2Name: Ted; selectionMode: independent; player1Pieces: [rook knight queen]; player2Pieces: null; gameState: incomplete,N/A,COMPLETE_HANDOFF would route to piece-selection
Ryan,0,Independent,Light,Independent+Light,P2,piece-selection,select 3 pieces,piece-selection,player2Pieces: [bishop pawn queen],N/A,P2 selects different pieces
Ryan,0,Independent,Light,Independent+Light,P2,piece-selection,confirm selection,handoff,gameState: COMPLETE board; generatedUrl: null,N/A,COMPLETE_PIECE_SELECTION creates complete board
Ryan,0,Independent,Light,Independent+Light,P2,handoff,URL generated,handoff,gameState: complete board; generatedUrl: <url>,Full gameState (complete) + playerName: Ted,P1 is light; needs URL back to P1
Ryan,0,Independent,Light,Independent+Light,P1,N/A,open URL,playing,player1Name: Ryan; player2Name: Ted; gameState: complete board,Full gameState (complete),P1 has saved name; board now complete
Ryan,0,Independent,Light,Independent+Light,P1,playing,make move,playing,gameState: after P1 first move,N/A,
Ryan,0,Independent,Light,Independent+Light,P1,playing,confirm move,handoff,gameState: after move; generatedUrl: null,N/A,
Ryan,0,Independent,Light,Independent+Light,P1,handoff,URL generated,handoff,gameState: after move; generatedUrl: <url>,Full or Delta + playerName: Ryan,
Ryan,0,Independent,Light,Independent+Light,P2,N/A,open URL,playing,player1Name: Ryan; player2Name: Ted; gameState: after move,Full or Delta,

Ryan,0,Independent,Dark,Independent+Dark,P1,mode-selection,select URL mode,setup,mode: url,N/A,NOT CURRENTLY SUPPORTED
Ryan,0,Independent,Dark,Independent+Dark,P1,setup,enter name (Ryan),setup,mode: url; player1Name: Ryan,N/A,
Ryan,0,Independent,Dark,Independent+Dark,P1,setup,click continue,color-selection,mode: url; player1Name: Ryan,N/A,
Ryan,0,Independent,Dark,Independent+Dark,P1,color-selection,choose dark,piece-selection,mode: url; player1Name: Ryan; player1Color: dark,N/A,
Ryan,0,Independent,Dark,Independent+Dark,P1,piece-selection,choose independent,piece-selection,mode: url; player1Name: Ryan; player1Color: dark; selectionMode: independent,N/A,
Ryan,0,Independent,Dark,Independent+Dark,P1,piece-selection,select 3 pieces,piece-selection,mode: url; player1Name: Ryan; player1Color: dark; selectionMode: independent; player1Pieces: [rook knight queen],N/A,Only P1 pieces set
Ryan,0,Independent,Dark,Independent+Dark,P1,piece-selection,confirm selection,handoff,mode: url; player1Name: Ryan; player2Name: ''; gameState: INCOMPLETE board (row 0 has pieces; row 2 empty); generatedUrl: null,N/A,WOULD NEED: support for incomplete boards
Ryan,0,Independent,Dark,Independent+Dark,P1,handoff,URL generated,handoff,gameState: incomplete board; generatedUrl: <url>,Full gameState (incomplete) + playerName: Ryan,WOULD SHOW: URLSharer with incomplete board
Ryan,0,Independent,Dark,Independent+Dark,P2,N/A,open URL,handoff,player1Name: Ryan; player2Name: ''; gameState: incomplete board; generatedUrl: null,Full gameState (incomplete),LOAD_FROM_URL would need to detect incomplete
Ryan,0,Independent,Dark,Independent+Dark,P2,handoff,enter name (Ted),handoff,player1Name: Ryan; player2Name: Ted; gameState: incomplete board,N/A,
Ryan,0,Independent,Dark,Independent+Dark,P2,handoff,start playing,piece-selection,player1Name: Ryan; player2Name: Ted; selectionMode: independent; player1Pieces: [rook knight queen]; player2Pieces: null; gameState: incomplete,N/A,COMPLETE_HANDOFF would route to piece-selection
Ryan,0,Independent,Dark,Independent+Dark,P2,piece-selection,select 3 pieces,piece-selection,player2Pieces: [bishop pawn queen],N/A,P2 selects different pieces
Ryan,0,Independent,Dark,Independent+Dark,P2,piece-selection,confirm selection,playing,gameState: COMPLETE board,N/A,P2 is light so makes first move
Ryan,0,Independent,Dark,Independent+Dark,P2,playing,make move,playing,gameState: after P2 first move,N/A,
Ryan,0,Independent,Dark,Independent+Dark,P2,playing,confirm move,handoff,gameState: after move; generatedUrl: null,N/A,
Ryan,0,Independent,Dark,Independent+Dark,P2,handoff,URL generated,handoff,gameState: after move; generatedUrl: <url>,Full or Delta + playerName: Ted,
Ryan,0,Independent,Dark,Independent+Dark,P1,N/A,open URL,playing,player1Name: Ryan; player2Name: Ted; gameState: after move,Full or Delta,P1 has saved name; goes to playing
